"si","sj","logLik","AIC","BIC"
"sys30","sys72",10,5,5
"sys30","sys73",7,5,0
"sys30","sys74",20,20,14
"sys30","sys76",13,13,13
"sys30","sys77",13,13,13
"sys30","sys78",13,13,13
"sys30","sys79",17,13,13
"sys30","sys80",17,13,13
"sys30","sys81",19,13,13
"sys30","sys82",5,5,5
"sys30","sys85",204,6,6
"sys30","sys87",10,13,13
"sys30","sys88",114,14,14
"sys31","sys32",104,104,104
"sys31","sys33",214,214,5
"sys31","sys34",224,224,0
"sys31","sys35",13,13,13
"sys31","sys36",13,13,13
"sys31","sys37",10,13,13
"sys31","sys38",13,13,13
"sys31","sys39",204,13,13
"sys31","sys40",204,204,0
"sys31","sys41",19,13,13
"sys31","sys42",204,204,4
"sys31","sys43",204,6,6
"sys31","sys44",17,13,13
"sys31","sys45",204,6,6
"sys31","sys46",204,204,204
"sys31","sys47",10,10,13
"sys31","sys48",204,204,4
"sys31","sys49",204,204,204
"sys31","sys50",204,204,204
"sys31","sys51",20,20,14
"sys31","sys52",5,5,5
"sys31","sys53",5,5,5
"sys31","sys54",13,13,13
"sys31","sys55",204,6,6
"sys31","sys56",13,13,13
"sys31","sys57",8,6,6
"sys31","sys60",19,19,4
"sys31","sys61",104,1,1
"sys31","sys62",104,1,1
"sys31","sys66",204,4,4
"sys31","sys68",114,114,114
"sys31","sys69",1,1,1
"sys31","sys70",7,4,4
"sys31","sys71",20,16,0
"sys31","sys72",104,104,5
"sys31","sys73",104,104,4
"sys31","sys74",214,5,5
"sys31","sys76",10,6,6
"sys31","sys77",204,6,6
"sys31","sys78",13,13,13
"sys31","sys79",10,4,4
"sys31","sys80",10,13,13
"sys31","sys81",17,13,13
"sys31","sys82",20,20,14
"sys31","sys85",204,204,6
"sys31","sys87",10,6,6
"sys31","sys88",2,2,14
"sys32","sys33",2,2,2
"sys32","sys34",114,0,0
"sys32","sys35",204,204,204
"sys32","sys36",204,204,204
"sys32","sys37",204,204,204
"sys32","sys38",13,13,13
"sys32","sys39",13,13,13
"sys32","sys40",104,104,0
"sys32","sys41",114,114,114
"sys32","sys42",114,114,114
"sys32","sys43",114,114,114
"sys32","sys44",204,1,0
"sys32","sys45",204,204,204
"sys32","sys46",20,0,0
"sys32","sys47",13,13,13
"sys32","sys48",204,204,0
"sys32","sys49",204,204,13
"sys32","sys50",204,204,13
"sys32","sys51",10,5,5
"sys32","sys52",20,20,14
"sys32","sys53",204,5,5
"sys32","sys54",204,204,5
"sys32","sys55",204,204,204
"sys32","sys56",10,5,5
"sys32","sys57",204,204,204
"sys32","sys60",204,204,13
"sys32","sys61",204,204,204
"sys32","sys62",114,114,1
"sys32","sys66",204,1,0
"sys32","sys68",204,204,5
"sys32","sys69",10,5,5
"sys32","sys70",10,10,4
"sys32","sys71",2,2,0
"sys32","sys72",214,214,214
"sys32","sys73",19,14,14
"sys32","sys74",9,9,9
"sys32","sys76",204,204,204
"sys32","sys77",204,204,13
"sys32","sys78",114,114,114
"sys32","sys79",19,1,1
"sys32","sys80",19,19,1
"sys32","sys81",10,13,13
"sys32","sys82",7,3,3
"sys32","sys85",204,204,0
"sys32","sys87",204,204,204
"sys32","sys88",114,114,0
"sys33","sys34",214,214,0
"sys33","sys35",204,204,204
"sys33","sys36",204,204,204
"sys33","sys37",204,204,204
"sys33","sys38",13,13,13
"sys33","sys39",13,13,13
"sys33","sys40",214,214,0
"sys33","sys41",114,114,114
"sys33","sys42",204,204,13
"sys33","sys43",114,114,114
"sys33","sys44",204,13,0
"sys33","sys45",204,204,204
"sys33","sys46",204,0,0
"sys33","sys47",13,13,13
"sys33","sys48",204,204,0
"sys33","sys49",204,204,0
"sys33","sys50",204,204,13
"sys33","sys51",20,20,14
"sys33","sys52",20,20,14
"sys33","sys53",5,5,5
"sys33","sys54",204,204,204
"sys33","sys55",204,204,204
"sys33","sys56",204,13,13
"sys33","sys57",204,204,204
"sys33","sys60",204,13,13
"sys33","sys61",204,13,13
"sys33","sys62",114,1,1
"sys33","sys66",204,13,0
"sys33","sys68",204,204,5
"sys33","sys69",10,5,5
"sys33","sys70",10,5,5
"sys33","sys71",2,2,0
"sys33","sys72",214,214,14
"sys33","sys73",9,14,14
"sys33","sys74",9,9,9
"sys33","sys76",204,204,204
"sys33","sys77",204,204,13
"sys33","sys78",10,5,0
"sys33","sys79",13,13,13
"sys33","sys80",13,13,13
"sys33","sys81",13,13,13
"sys33","sys82",1,1,1
"sys33","sys85",204,204,204
"sys33","sys87",204,204,13
"sys33","sys88",114,114,0
"sys34","sys35",214,214,0
"sys34","sys36",20,16,0
"sys34","sys37",20,16,0
"sys34","sys38",20,16,0
"sys34","sys39",20,16,0
"sys34","sys40",134,0,0
"sys34","sys41",134,134,134
"sys34","sys42",134,134,134
"sys34","sys43",134,134,134
"sys34","sys44",114,16,0
"sys34","sys45",3,3,0
"sys34","sys46",214,214,16
"sys34","sys47",224,0,0
"sys34","sys48",20,16,0
"sys34","sys49",214,214,0
"sys34","sys50",214,214,16
"sys34","sys51",224,224,224
"sys34","sys52",224,224,224
"sys34","sys53",134,134,0
"sys34","sys54",214,214,214
"sys34","sys55",20,16,0
"sys34","sys56",20,16,0
"sys34","sys57",214,3,0
"sys34","sys60",134,134,134
"sys34","sys61",134,134,134
"sys34","sys62",134,134,134
"sys34","sys66",114,16,0
"sys34","sys68",9,9,1
"sys34","sys69",134,134,0
"sys34","sys70",134,134,0
"sys34","sys71",204,0,0
"sys34","sys72",20,16,0
"sys34","sys73",114,14,14
"sys34","sys74",114,114,0
"sys34","sys76",20,0,0
"sys34","sys77",114,16,0
"sys34","sys78",104,104,0
"sys34","sys79",114,16,0
"sys34","sys80",114,16,0
"sys34","sys81",114,0,0
"sys34","sys82",16,16,16
"sys34","sys85",134,134,134
"sys34","sys87",40,36,0
"sys34","sys88",134,134,0
"sys35","sys36",7,14,14
"sys35","sys37",2,1,1
"sys35","sys38",214,14,14
"sys35","sys39",214,14,14
"sys35","sys40",204,204,204
"sys35","sys41",204,13,13
"sys35","sys42",17,4,4
"sys35","sys43",204,204,6
"sys35","sys44",19,1,1
"sys35","sys45",204,204,4
"sys35","sys46",204,204,204
"sys35","sys47",10,6,6
"sys35","sys48",204,204,204
"sys35","sys49",204,204,204
"sys35","sys50",204,204,204
"sys35","sys51",7,5,5
"sys35","sys52",10,4,4
"sys35","sys53",204,5,5
"sys35","sys54",1,1,1
"sys35","sys55",9,4,4
"sys35","sys56",1,1,1
"sys35","sys57",2,2,14
"sys35","sys60",114,0,0
"sys35","sys61",114,0,0
"sys35","sys62",204,204,204
"sys35","sys66",19,19,4
"sys35","sys68",19,19,14
"sys35","sys69",10,13,13
"sys35","sys70",13,13,13
"sys35","sys71",134,134,0
"sys35","sys72",104,104,104
"sys35","sys73",104,104,104
"sys35","sys74",13,13,13
"sys35","sys76",17,1,1
"sys35","sys77",214,214,214
"sys35","sys78",20,20,14
"sys35","sys79",7,14,14
"sys35","sys80",7,1,1
"sys35","sys81",7,14,14
"sys35","sys82",19,14,14
"sys35","sys85",204,204,4
"sys35","sys87",204,204,4
"sys35","sys88",10,6,6
"sys36","sys37",7,7,4
"sys36","sys38",18,14,14
"sys36","sys39",18,14,14
"sys36","sys40",204,6,6
"sys36","sys41",19,4,4
"sys36","sys42",19,1,1
"sys36","sys43",204,4,4
"sys36","sys44",19,19,19
"sys36","sys45",19,19,4
"sys36","sys46",204,204,204
"sys36","sys47",10,13,13
"sys36","sys48",19,19,14
"sys36","sys49",204,204,204
"sys36","sys50",204,204,4
"sys36","sys51",20,5,5
"sys36","sys52",10,4,0
"sys36","sys53",204,5,5
"sys36","sys54",17,14,14
"sys36","sys55",9,9,9
"sys36","sys56",17,14,14
"sys36","sys57",2,14,14
"sys36","sys60",114,14,0
"sys36","sys61",114,0,0
"sys36","sys62",204,0,0
"sys36","sys66",19,19,1
"sys36","sys68",17,14,14
"sys36","sys69",13,13,13
"sys36","sys70",13,13,13
"sys36","sys71",2,0,0
"sys36","sys72",104,104,104
"sys36","sys73",104,104,104
"sys36","sys74",104,104,13
"sys36","sys76",1,1,1
"sys36","sys77",7,1,1
"sys36","sys78",20,1,1
"sys36","sys79",7,14,14
"sys36","sys80",7,14,14
"sys36","sys81",19,14,14
"sys36","sys82",19,14,14
"sys36","sys85",204,4,4
"sys36","sys87",1,1,1
"sys36","sys88",10,6,6
"sys37","sys38",17,14,14
"sys37","sys39",17,14,14
"sys37","sys40",204,204,204
"sys37","sys41",19,13,13
"sys37","sys42",17,4,4
"sys37","sys43",204,13,13
"sys37","sys44",1,1,1
"sys37","sys45",204,204,204
"sys37","sys46",204,204,204
"sys37","sys47",10,6,6
"sys37","sys48",204,204,204
"sys37","sys49",204,204,204
"sys37","sys50",204,204,204
"sys37","sys51",114,14,14
"sys37","sys52",20,5,5
"sys37","sys53",7,4,4
"sys37","sys54",1,1,1
"sys37","sys55",17,4,4
"sys37","sys56",1,1,1
"sys37","sys57",2,2,2
"sys37","sys60",214,214,0
"sys37","sys61",114,114,0
"sys37","sys62",204,204,0
"sys37","sys66",9,4,4
"sys37","sys68",19,14,14
"sys37","sys69",10,13,13
"sys37","sys70",10,13,13
"sys37","sys71",134,0,0
"sys37","sys72",104,104,13
"sys37","sys73",104,104,104
"sys37","sys74",10,6,6
"sys37","sys76",1,1,1
"sys37","sys77",19,14,14
"sys37","sys78",20,20,14
"sys37","sys79",2,1,1
"sys37","sys80",17,14,14
"sys37","sys81",17,14,14
"sys37","sys82",10,5,0
"sys37","sys85",204,204,204
"sys37","sys87",204,204,4
"sys37","sys88",10,6,6
"sys38","sys39",4,4,4
"sys38","sys40",5,5,5
"sys38","sys41",19,4,4
"sys38","sys42",17,1,1
"sys38","sys43",8,4,4
"sys38","sys44",19,1,1
"sys38","sys45",7,1,1
"sys38","sys46",114,114,14
"sys38","sys47",10,13,13
"sys38","sys48",20,14,14
"sys38","sys49",204,204,204
"sys38","sys50",204,204,204
"sys38","sys51",114,114,14
"sys38","sys52",7,1,1
"sys38","sys53",204,5,5
"sys38","sys54",17,14,14
"sys38","sys55",17,1,1
"sys38","sys56",7,14,14
"sys38","sys57",19,14,14
"sys38","sys60",114,1,0
"sys38","sys61",214,214,0
"sys38","sys62",104,0,0
"sys38","sys66",214,214,214
"sys38","sys68",7,3,3
"sys38","sys69",13,13,13
"sys38","sys70",13,13,13
"sys38","sys71",30,0,0
"sys38","sys72",13,13,13
"sys38","sys73",19,1,1
"sys38","sys74",204,13,13
"sys38","sys76",2,1,1
"sys38","sys77",104,104,4
"sys38","sys78",9,9,14
"sys38","sys79",9,9,14
"sys38","sys80",9,9,14
"sys38","sys81",9,9,14
"sys38","sys82",10,5,5
"sys38","sys85",7,1,1
"sys38","sys87",1,1,1
"sys38","sys88",10,13,13
"sys39","sys40",10,5,5
"sys39","sys41",19,13,13
"sys39","sys42",17,4,4
"sys39","sys43",19,6,6
"sys39","sys44",19,1,1
"sys39","sys45",19,14,14
"sys39","sys46",19,14,14
"sys39","sys47",10,13,13
"sys39","sys48",18,14,14
"sys39","sys49",204,204,204
"sys39","sys50",204,204,204
"sys39","sys51",114,114,114
"sys39","sys52",204,4,4
"sys39","sys53",204,204,4
"sys39","sys54",17,14,14
"sys39","sys55",17,14,14
"sys39","sys56",9,14,14
"sys39","sys57",19,14,14
"sys39","sys60",9,4,0
"sys39","sys61",9,4,0
"sys39","sys62",9,6,0
"sys39","sys66",214,214,214
"sys39","sys68",18,14,14
"sys39","sys69",13,13,13
"sys39","sys70",13,13,13
"sys39","sys71",2,0,0
"sys39","sys72",13,13,13
"sys39","sys73",19,1,1
"sys39","sys74",13,13,13
"sys39","sys76",1,1,1
"sys39","sys77",104,4,4
"sys39","sys78",7,1,1
"sys39","sys79",9,9,14
"sys39","sys80",9,9,9
"sys39","sys81",9,9,14
"sys39","sys82",10,5,5
"sys39","sys85",7,1,1
"sys39","sys87",1,1,1
"sys39","sys88",10,6,6
"sys40","sys41",20,14,14
"sys40","sys42",1,1,1
"sys40","sys43",5,5,5
"sys40","sys44",114,114,114
"sys40","sys45",114,114,114
"sys40","sys46",10,13,13
"sys40","sys47",204,0,0
"sys40","sys48",114,5,5
"sys40","sys49",104,104,104
"sys40","sys50",104,104,104
"sys40","sys51",124,124,0
"sys40","sys52",224,224,0
"sys40","sys53",2,0,0
"sys40","sys54",104,4,4
"sys40","sys55",104,104,104
"sys40","sys56",10,5,5
"sys40","sys57",104,0,0
"sys40","sys60",204,5,5
"sys40","sys61",20,1,1
"sys40","sys62",204,1,1
"sys40","sys66",2,5,5
"sys40","sys68",10,5,5
"sys40","sys69",104,0,0
"sys40","sys70",2,0,0
"sys40","sys71",204,0,0
"sys40","sys72",114,114,0
"sys40","sys73",104,104,0
"sys40","sys74",114,114,0
"sys40","sys76",104,13,13
"sys40","sys77",104,104,0
"sys40","sys78",124,0,0
"sys40","sys79",2,2,0
"sys40","sys80",2,2,0
"sys40","sys81",2,2,0
"sys40","sys82",20,0,0
"sys40","sys85",17,4,4
"sys40","sys87",10,13,13
"sys40","sys88",10,4,0
"sys41","sys42",17,4,4
"sys41","sys43",2,2,2
"sys41","sys44",9,4,4
"sys41","sys45",9,14,14
"sys41","sys46",114,14,14
"sys41","sys47",2,6,6
"sys41","sys48",17,14,14
"sys41","sys49",104,4,4
"sys41","sys50",104,4,4
"sys41","sys51",204,204,204
"sys41","sys52",204,204,204
"sys41","sys53",2,14,14
"sys41","sys54",19,4,4
"sys41","sys55",1,1,1
"sys41","sys56",19,4,4
"sys41","sys57",19,13,13
"sys41","sys60",9,9,4
"sys41","sys61",9,1,1
"sys41","sys62",9,9,4
"sys41","sys66",19,1,1
"sys41","sys68",2,2,4
"sys41","sys69",17,4,4
"sys41","sys70",19,4,4
"sys41","sys71",134,0,0
"sys41","sys72",214,214,214
"sys41","sys73",214,214,0
"sys41","sys74",214,214,214
"sys41","sys76",104,4,4
"sys41","sys77",13,13,13
"sys41","sys78",13,13,13
"sys41","sys79",19,19,1
"sys41","sys80",19,13,13
"sys41","sys81",19,4,4
"sys41","sys82",214,214,214
"sys41","sys85",9,9,14
"sys41","sys87",10,4,4
"sys41","sys88",2,2,2
"sys42","sys43",17,4,4
"sys42","sys44",9,1,1
"sys42","sys45",1,1,1
"sys42","sys46",9,1,1
"sys42","sys47",104,104,6
"sys42","sys48",7,1,1
"sys42","sys49",1,1,1
"sys42","sys50",2,4,4
"sys42","sys51",10,5,5
"sys42","sys52",10,13,13
"sys42","sys53",7,4,4
"sys42","sys54",2,1,1
"sys42","sys55",1,1,1
"sys42","sys56",2,1,1
"sys42","sys57",9,4,4
"sys42","sys60",114,114,14
"sys42","sys61",114,114,114
"sys42","sys62",9,4,4
"sys42","sys66",1,1,1
"sys42","sys68",17,14,14
"sys42","sys69",104,4,4
"sys42","sys70",104,1,1
"sys42","sys71",134,0,0
"sys42","sys72",214,214,214
"sys42","sys73",104,0,0
"sys42","sys74",214,214,214
"sys42","sys76",1,1,1
"sys42","sys77",13,13,13
"sys42","sys78",1,1,1
"sys42","sys79",1,1,1
"sys42","sys80",1,1,1
"sys42","sys81",1,1,1
"sys42","sys82",214,214,5
"sys42","sys85",1,1,1
"sys42","sys87",5,5,5
"sys42","sys88",2,2,2
"sys43","sys44",9,4,4
"sys43","sys45",9,14,14
"sys43","sys46",19,14,14
"sys43","sys47",10,6,6
"sys43","sys48",17,14,14
"sys43","sys49",104,4,4
"sys43","sys50",104,4,4
"sys43","sys51",17,1,1
"sys43","sys52",204,204,204
"sys43","sys53",2,14,14
"sys43","sys54",104,104,4
"sys43","sys55",9,1,1
"sys43","sys56",104,104,4
"sys43","sys57",104,104,6
"sys43","sys60",19,14,14
"sys43","sys61",19,14,14
"sys43","sys62",9,9,4
"sys43","sys66",19,1,1
"sys43","sys68",2,2,14
"sys43","sys69",7,4,4
"sys43","sys70",9,4,4
"sys43","sys71",2,0,0
"sys43","sys72",214,214,214
"sys43","sys73",214,214,0
"sys43","sys74",214,214,214
"sys43","sys76",19,4,4
"sys43","sys77",13,13,13
"sys43","sys78",13,13,13
"sys43","sys79",19,19,1
"sys43","sys80",19,4,4
"sys43","sys81",19,19,1
"sys43","sys82",214,214,14
"sys43","sys85",2,2,2
"sys43","sys87",10,4,4
"sys43","sys88",2,2,2
"sys44","sys45",9,9,9
"sys44","sys46",9,3,3
"sys44","sys47",13,13,13
"sys44","sys48",19,14,14
"sys44","sys49",17,1,1
"sys44","sys50",19,1,1
"sys44","sys51",204,204,204
"sys44","sys52",204,204,204
"sys44","sys53",204,5,5
"sys44","sys54",19,19,19
"sys44","sys55",19,19,19
"sys44","sys56",19,19,19
"sys44","sys57",19,1,1
"sys44","sys60",114,16,16
"sys44","sys61",114,16,16
"sys44","sys62",20,20,0
"sys44","sys66",2,1,1
"sys44","sys68",19,16,16
"sys44","sys69",13,13,13
"sys44","sys70",8,6,6
"sys44","sys71",20,16,16
"sys44","sys72",214,214,0
"sys44","sys73",214,214,214
"sys44","sys74",214,0,0
"sys44","sys76",19,19,19
"sys44","sys77",19,1,1
"sys44","sys78",9,1,1
"sys44","sys79",17,1,1
"sys44","sys80",1,1,1
"sys44","sys81",19,1,1
"sys44","sys82",214,214,214
"sys44","sys85",9,9,4
"sys44","sys87",17,4,4
"sys44","sys88",114,114,5
"sys45","sys46",2,1,1
"sys45","sys47",10,13,13
"sys45","sys48",2,2,2
"sys45","sys49",17,4,4
"sys45","sys50",19,4,4
"sys45","sys51",204,0,0
"sys45","sys52",204,0,0
"sys45","sys53",20,16,0
"sys45","sys54",9,9,1
"sys45","sys55",19,19,1
"sys45","sys56",19,19,14
"sys45","sys57",104,104,4
"sys45","sys60",114,114,114
"sys45","sys61",114,114,114
"sys45","sys62",114,114,114
"sys45","sys66",104,104,4
"sys45","sys68",7,14,14
"sys45","sys69",10,6,6
"sys45","sys70",2,6,6
"sys45","sys71",2,2,0
"sys45","sys72",214,214,214
"sys45","sys73",214,0,0
"sys45","sys74",214,214,0
"sys45","sys76",104,4,4
"sys45","sys77",104,104,6
"sys45","sys78",104,6,6
"sys45","sys79",104,104,104
"sys45","sys80",2,2,4
"sys45","sys81",104,104,4
"sys45","sys82",214,16,16
"sys45","sys85",19,19,19
"sys45","sys87",104,4,4
"sys45","sys88",2,2,2
"sys46","sys47",10,13,0
"sys46","sys48",7,1,1
"sys46","sys49",104,104,104
"sys46","sys50",2,2,1
"sys46","sys51",224,0,0
"sys46","sys52",224,0,0
"sys46","sys53",20,16,16
"sys46","sys54",9,1,1
"sys46","sys55",104,104,104
"sys46","sys56",19,14,14
"sys46","sys57",214,214,14
"sys46","sys60",114,114,114
"sys46","sys61",114,114,114
"sys46","sys62",114,114,114
"sys46","sys66",2,2,14
"sys46","sys68",2,2,2
"sys46","sys69",214,214,214
"sys46","sys70",104,104,1
"sys46","sys71",224,0,0
"sys46","sys72",20,16,0
"sys46","sys73",20,16,0
"sys46","sys74",20,16,0
"sys46","sys76",104,104,104
"sys46","sys77",214,214,14
"sys46","sys78",214,0,0
"sys46","sys79",214,214,214
"sys46","sys80",214,214,214
"sys46","sys81",214,214,214
"sys46","sys82",20,3,3
"sys46","sys85",9,1,1
"sys46","sys87",104,104,4
"sys46","sys88",9,3,3
"sys47","sys48",10,10,4
"sys47","sys49",10,13,13
"sys47","sys50",10,13,13
"sys47","sys51",204,204,204
"sys47","sys52",204,204,204
"sys47","sys53",204,204,204
"sys47","sys54",10,10,13
"sys47","sys55",10,13,13
"sys47","sys56",10,13,13
"sys47","sys57",10,6,6
"sys47","sys60",204,0,0
"sys47","sys61",204,0,0
"sys47","sys62",204,0,0
"sys47","sys66",10,13,13
"sys47","sys68",10,13,13
"sys47","sys69",10,4,4
"sys47","sys70",10,13,13
"sys47","sys71",134,134,0
"sys47","sys72",10,6,6
"sys47","sys73",104,13,13
"sys47","sys74",10,6,6
"sys47","sys76",10,13,13
"sys47","sys77",10,13,13
"sys47","sys78",10,13,13
"sys47","sys79",10,6,6
"sys47","sys80",10,6,6
"sys47","sys81",10,6,6
"sys47","sys82",10,5,5
"sys47","sys85",10,10,13
"sys47","sys87",10,10,4
"sys47","sys88",204,6,0
"sys48","sys49",17,5,5
"sys48","sys50",1,1,1
"sys48","sys51",214,214,214
"sys48","sys52",5,5,0
"sys48","sys53",20,3,3
"sys48","sys54",19,14,14
"sys48","sys55",214,214,14
"sys48","sys56",214,14,14
"sys48","sys57",2,2,2
"sys48","sys60",114,14,14
"sys48","sys61",114,14,14
"sys48","sys62",3,3,0
"sys48","sys66",19,1,1
"sys48","sys68",9,14,14
"sys48","sys69",10,5,5
"sys48","sys70",10,4,4
"sys48","sys71",20,16,16
"sys48","sys72",104,0,0
"sys48","sys73",104,0,0
"sys48","sys74",104,104,0
"sys48","sys76",1,1,1
"sys48","sys77",214,214,214
"sys48","sys78",214,1,0
"sys48","sys79",19,14,14
"sys48","sys80",19,14,14
"sys48","sys81",214,214,14
"sys48","sys82",214,3,3
"sys48","sys85",17,1,1
"sys48","sys87",104,4,4
"sys48","sys88",2,2,4
"sys49","sys50",104,104,104
"sys49","sys51",10,0,0
"sys49","sys52",10,0,0
"sys49","sys53",114,5,5
"sys49","sys54",104,104,104
"sys49","sys55",104,104,104
"sys49","sys56",104,104,1
"sys49","sys57",104,6,6
"sys49","sys60",3,3,3
"sys49","sys61",3,3,3
"sys49","sys62",114,3,3
"sys49","sys66",19,4,4
"sys49","sys68",204,204,4
"sys49","sys69",104,5,5
"sys49","sys70",104,4,4
"sys49","sys71",134,134,0
"sys49","sys72",104,104,104
"sys49","sys73",19,4,4
"sys49","sys74",104,13,0
"sys49","sys76",104,1,1
"sys49","sys77",10,10,5
"sys49","sys78",104,104,14
"sys49","sys79",104,104,104
"sys49","sys80",104,104,104
"sys49","sys81",104,104,104
"sys49","sys82",204,5,5
"sys49","sys85",7,4,4
"sys49","sys87",2,1,1
"sys49","sys88",10,1,1
"sys50","sys51",9,0,0
"sys50","sys52",204,0,0
"sys50","sys53",20,16,16
"sys50","sys54",104,104,4
"sys50","sys55",104,104,104
"sys50","sys56",214,214,214
"sys50","sys57",214,214,4
"sys50","sys60",114,114,3
"sys50","sys61",114,3,3
"sys50","sys62",114,114,3
"sys50","sys66",9,4,4
"sys50","sys68",7,1,1
"sys50","sys69",214,5,5
"sys50","sys70",104,5,5
"sys50","sys71",134,134,0
"sys50","sys72",10,5,5
"sys50","sys73",19,14,14
"sys50","sys74",104,13,13
"sys50","sys76",104,104,104
"sys50","sys77",104,104,104
"sys50","sys78",104,104,14
"sys50","sys79",214,214,214
"sys50","sys80",214,214,214
"sys50","sys81",214,214,214
"sys50","sys82",5,5,5
"sys50","sys85",7,4,4
"sys50","sys87",10,1,1
"sys50","sys88",214,5,0
"sys51","sys52",5,5,5
"sys51","sys53",5,5,5
"sys51","sys54",5,5,5
"sys51","sys55",5,5,0
"sys51","sys56",10,5,5
"sys51","sys57",214,3,3
"sys51","sys60",10,6,6
"sys51","sys61",10,6,0
"sys51","sys62",10,6,6
"sys51","sys66",214,214,214
"sys51","sys68",20,0,0
"sys51","sys69",20,1,1
"sys51","sys70",104,5,5
"sys51","sys71",204,0,0
"sys51","sys72",7,7,14
"sys51","sys73",214,214,14
"sys51","sys74",10,5,5
"sys51","sys76",214,14,14
"sys51","sys77",1,1,1
"sys51","sys78",7,3,3
"sys51","sys79",19,14,14
"sys51","sys80",104,14,14
"sys51","sys81",17,14,14
"sys51","sys82",10,5,5
"sys51","sys85",10,0,0
"sys51","sys87",10,4,0
"sys51","sys88",114,1,0
"sys52","sys53",5,5,5
"sys52","sys54",5,5,5
"sys52","sys55",10,0,0
"sys52","sys56",10,5,5
"sys52","sys57",20,5,5
"sys52","sys60",10,6,6
"sys52","sys61",10,6,6
"sys52","sys62",10,6,6
"sys52","sys66",3,3,3
"sys52","sys68",20,16,0
"sys52","sys69",214,214,14
"sys52","sys70",214,5,5
"sys52","sys71",104,0,0
"sys52","sys72",20,20,14
"sys52","sys73",214,1,1
"sys52","sys74",10,5,5
"sys52","sys76",104,5,5
"sys52","sys77",2,2,4
"sys52","sys78",17,14,14
"sys52","sys79",17,14,14
"sys52","sys80",17,1,1
"sys52","sys81",17,14,14
"sys52","sys82",10,13,13
"sys52","sys85",10,0,0
"sys52","sys87",10,4,0
"sys52","sys88",204,4,0
"sys53","sys54",5,5,5
"sys53","sys55",20,5,5
"sys53","sys56",5,5,5
"sys53","sys57",7,7,5
"sys53","sys60",104,104,6
"sys53","sys61",104,104,6
"sys53","sys62",104,104,6
"sys53","sys66",214,16,16
"sys53","sys68",20,16,16
"sys53","sys69",5,5,5
"sys53","sys70",10,10,4
"sys53","sys71",20,16,0
"sys53","sys72",5,5,5
"sys53","sys73",214,214,214
"sys53","sys74",5,5,5
"sys53","sys76",20,14,14
"sys53","sys77",104,5,5
"sys53","sys78",2,14,14
"sys53","sys79",17,14,14
"sys53","sys80",17,14,14
"sys53","sys81",17,14,14
"sys53","sys82",2,14,14
"sys53","sys85",3,3,3
"sys53","sys87",10,10,4
"sys53","sys88",2,2,4
"sys54","sys55",7,14,14
"sys54","sys56",114,114,14
"sys54","sys57",2,2,2
"sys54","sys60",114,16,0
"sys54","sys61",114,16,0
"sys54","sys62",104,0,0
"sys54","sys66",1,1,1
"sys54","sys68",9,9,4
"sys54","sys69",10,13,13
"sys54","sys70",13,13,13
"sys54","sys71",2,0,0
"sys54","sys72",10,5,5
"sys54","sys73",214,214,214
"sys54","sys74",10,5,5
"sys54","sys76",2,14,14
"sys54","sys77",17,1,1
"sys54","sys78",20,3,3
"sys54","sys79",7,7,1
"sys54","sys80",7,1,1
"sys54","sys81",9,9,9
"sys54","sys82",214,214,14
"sys54","sys85",9,1,1
"sys54","sys87",7,4,4
"sys54","sys88",2,6,6
"sys55","sys56",7,14,14
"sys55","sys57",2,2,4
"sys55","sys60",20,16,16
"sys55","sys61",20,16,16
"sys55","sys62",114,16,16
"sys55","sys66",19,19,4
"sys55","sys68",1,1,1
"sys55","sys69",10,13,13
"sys55","sys70",104,13,13
"sys55","sys71",20,16,16
"sys55","sys72",10,1,1
"sys55","sys73",214,214,4
"sys55","sys74",104,104,104
"sys55","sys76",17,1,1
"sys55","sys77",2,14,14
"sys55","sys78",9,3,3
"sys55","sys79",9,9,1
"sys55","sys80",9,9,14
"sys55","sys81",19,19,14
"sys55","sys82",3,3,3
"sys55","sys85",19,14,14
"sys55","sys87",1,1,1
"sys55","sys88",2,5,5
"sys56","sys57",2,2,4
"sys56","sys60",114,16,16
"sys56","sys61",114,16,0
"sys56","sys62",19,0,0
"sys56","sys66",1,1,1
"sys56","sys68",9,1,1
"sys56","sys69",10,13,13
"sys56","sys70",13,13,13
"sys56","sys71",2,0,0
"sys56","sys72",20,20,14
"sys56","sys73",214,214,214
"sys56","sys74",10,5,5
"sys56","sys76",2,1,1
"sys56","sys77",19,1,1
"sys56","sys78",7,3,3
"sys56","sys79",7,1,1
"sys56","sys80",2,1,1
"sys56","sys81",9,1,1
"sys56","sys82",214,214,14
"sys56","sys85",9,14,14
"sys56","sys87",7,4,4
"sys56","sys88",2,2,6
"sys57","sys60",104,0,0
"sys57","sys61",104,0,0
"sys57","sys62",104,0,0
"sys57","sys66",19,19,19
"sys57","sys68",2,2,14
"sys57","sys69",10,4,4
"sys57","sys70",10,6,6
"sys57","sys71",2,0,0
"sys57","sys72",104,104,104
"sys57","sys73",104,104,104
"sys57","sys74",104,104,13
"sys57","sys76",7,1,1
"sys57","sys77",9,14,14
"sys57","sys78",7,14,14
"sys57","sys79",18,14,14
"sys57","sys80",1,1,1
"sys57","sys81",9,14,14
"sys57","sys82",214,14,0
"sys57","sys85",9,4,4
"sys57","sys87",204,4,4
"sys57","sys88",204,204,204
"sys60","sys61",7,7,1
